Force close tab	Buộc đóng thẻ
Format	Định dạng
Format Document	Định dạng tài liệu
Format messages	Định dạng tin nhắn
Format Selection	Định dạng vùng chọn
Format text	Định dạng văn bản
Format text in a canvas	Định dạng văn bản trong canvas
Formatting	Định dạng
Formulas and functions	Công thức và hàm
Forward	Chuyển tiếp
Forward 10 frames	Tiến 10 frame
Forward 10 seconds	Tiến 10 giây
Forward a message	Chuyển tiếp tin nhắn
Forward message	Chuyển tiếp thư
Frame Grid tool (horizontal)	Công cụ Frame Grid (ngang)
Frame Grid tool (vertical)	Công cụ Frame Grid (dọc)
Free Select	Chọn tự do
Free Transform the selection or layer	Biến đổi tự do vùng chọn hoặc layer
Free Transform tool	Công cụ Biến đổi tự do
Frequently used	Thường dùng
Front view	Chế độ xem chính diện
Full screen	Toàn màn hình
Fullscreen	Toàn màn hình
Function keys	Phím chức năng
Fuzzy Select	Chọn mờ
Gap tool	Công cụ Gap
General	Chung
Generate	Tạo
Get help	Nhận trợ giúp
Go back	Quay lại
Go back in history	Quay lại trong lịch sử
Go back/forward to last-viewed page	Quay lại/tiến tới trang đã xem gần nhất
Go backward 1 frame	Lùi 1 frame
Go down a screen	Đi xuống một màn hình
Go forward	Tiến tới
Go forward 1 frame	Tiến 1 frame
Go forwards in history	Tiến tới trong lịch sử
Go one tab to the left	Chuyển sang thẻ bên trái
Go one tab to the right	Chuyển sang thẻ bên phải
Go to	Đi tới
Go to a specific chat or channel	Đi tới cuộc trò chuyện hoặc kênh cụ thể
Go to beginning of composition, layer, or footage item	Đi tới đầu composition, layer hoặc footage
Go to beginning or end of work area	Đi tới đầu hoặc cuối vùng làm việc
Go to bottom of page	Đi tới cuối trang
Go to Calendar	Đi tới Lịch
Go to compose box	Đi tới hộp soạn tin
Go to Contacts or Copilot	Đi tới Danh bạ hoặc Copilot
Go to Declaration or Usages	Đi tới phần khai báo hoặc chỗ sử dụng
Go to Definition	Đi tới định nghĩa
Go to Drafts	Đi tới Thư nháp
Go to end of composition, layer, or footage item	Đi tới cuối composition, layer hoặc footage
Go to File	Đi tới file
Go to Folder pane	Đi tới ngăn Thư mục
Go to Implementation	Đi tới phần triển khai
Go to Inbox	Đi tới Hộp thư đến
Go to last tab	Đi tới thẻ cuối cùng
Go to layer In point	Đi tới điểm In của layer
Go to layer Out point	Đi tới điểm Out của layer
Go to Line	Đi tới dòng
Go to Mail	Đi tới Thư
Go to master page while \ panel is closed	Đi tới trang master khi bảng \ đang đóng
Go to Next Error or Warning	Đi tới lỗi hoặc cảnh báo tiếp theo
Go to next folder	Đi tới thư mục tiếp theo
Go to next message	Đi tới thư tiếp theo
Go to next section	Đi tới phần tiếp theo
Go to next time period	Đi tới khoảng thời gian tiếp theo
Go to page	Đi tới trang
Go to People	Đi tới Mọi người
Go to Previous Error or Warning	Đi tới lỗi hoặc cảnh báo trước đó
Go to previous folder	Đi tới thư mục trước
Go to previous message	Đi tới thư trước
Go to previous or next visible item in time ruler (keyframe, layer marker, work area beginning or end)	Đi tới mục hiển thị trước hoặc tiếp theo trên thước thời gian (keyframe, điểm đánh dấu layer, điểm đầu hoặc cuối vùng làm việc)
Go to previous section	Đi tới phần trước
Go to previous time period	Đi tới khoảng thời gian trước
Go to previous/next spread	Đi tới dải trang trước/tiếp theo
Go to References	Đi tới tham chiếu
Go to Search	Đi tới Tìm kiếm
Go to Sent	Đi tới thư đã gửi
Go to specific time	Đi tới thời điểm cụ thể
Go to Starred	Đi tới thư có gắn dấu sao
Go to Super Method	Đi tới phương thức cha
Go to Symbol	Đi tới ký hiệu
Go to tab 1–8	Đi tới thẻ 1–8
Go to Test	Đi tới test
Go to the end	Đi tới cuối
Go to the start	Đi tới đầu
Go to To Do	Đi tới Việc cần làm
Go to today	Đi tới hôm nay
Go to top of page	Đi tới đầu trang
Go to Type Declaration	Đi tới khai báo kiểu
Go up a screen	Di chuyển lên một màn hình
Gradient Feather tool	Công cụ Gradient Feather
Gradient panel	Bảng Gradient
Gradient tool	Công cụ Gradient
Gradients	Gradient
Group or ungroup selected objects	Nhóm hoặc bỏ nhóm các đối tượng đã chọn
Group selected objects	Nhóm các đối tượng đã chọn
Group selected shapes	Nhóm các hình đã chọn
Group the selected artwork	Nhóm hình vẽ đã chọn
Group the selected layers	Nhóm các layer đã chọn
Group the selection	Nhóm vùng chọn
Hand tool	Công cụ Hand
Hanging indent	Thụt lề treo
Help	Trợ giúp
Hide a selection	Ẩn vùng chọn
Hide Active Tool Window	Ẩn cửa sổ công cụ đang hoạt động
Hide All Tool Windows	Ẩn tất cả cửa sổ công cụ
Hide bounding box	Ẩn khung bao
Hide gradient annotator (when using the Gradient tool)	Ẩn chú thích gradient (khi dùng công cụ Gradient)
Hide guides	Ẩn đường gióng
Hide selected	Ẩn mục đã chọn
Hide selected columns	Ẩn các cột đã chọn
Hide selected rows	Ẩn các hàng đã chọn
Hide subtasks	Ẩn công việc con
Hide the right sidebar	Ẩn thanh bên phải
Hide unselected	Ẩn mục chưa chọn
Hide unselected artwork	Ẩn hình vẽ chưa chọn
Highlight kerning	Tô sáng kerning
Highlight selected text	Tô sáng văn bản đã chọn
Highlight the font name field in the Character panel	Tô sáng trường tên phông trong bảng Character
Highlight Usages in File	Tô sáng các chỗ sử dụng trong file
History and bookmarks	Lịch sử và dấu trang
History sidebar	Thanh bên lịch sử
Home	Trang chủ
Hyperlink selected text	Tạo siêu liên kết cho văn bản đã chọn
Image	Hình ảnh
Image Editor	Trình chỉnh sửa hình ảnh
Image properties	Thuộc tính hình ảnh
Import	Nhập
Import multiple files or image sequences	Nhập nhiều file hoặc chuỗi hình ảnh
Import one file or image sequence	Nhập một file hoặc chuỗi hình ảnh
Important tag	Nhãn Quan trọng
In horizontal text, move insertion point one character left or right; one line up or down; one word left or right; or one paragraph up or down	Trong văn bản ngang, di chuyển điểm chèn sang trái hoặc phải một ký tự; lên hoặc xuống một dòng; sang trái hoặc phải một từ; hoặc lên hoặc xuống một đoạn văn
In vertical text, move insertion point one character up or down; one left or right; one word up or down; or one paragraph left or right	Trong văn bản dọc, di chuyển điểm chèn lên hoặc xuống một ký tự; sang trái hoặc phải một ký tự; lên hoặc xuống một từ; hoặc sang trái hoặc phải một đoạn văn
Increase Bristle brush size	Tăng kích thước Bristle brush
Increase brush or tool width	Tăng độ rộng brush hoặc công cụ
Increase font size	Tăng cỡ chữ
Increase font size by 1 point	Tăng cỡ chữ thêm 1 point
Increase indent	Tăng thụt lề
Increase kerning	Tăng kerning
Increase kerning between words	Tăng kerning giữa các từ
Increase or decrease baseline shift	Tăng hoặc giảm độ dịch baseline
Increase or decrease baseline shift (horizontal text)	Tăng hoặc giảm độ dịch baseline (văn bản ngang)
Increase or decrease baseline shift (vertical text)	Tăng hoặc giảm độ dịch baseline (văn bản dọc)
Increase or decrease baseline shift by five times (horizontal text)	Tăng hoặc giảm độ dịch baseline gấp năm lần (văn bản ngang)
Increase or decrease baseline shift by five times (vertical text)	Tăng hoặc giảm độ dịch baseline gấp năm lần (văn bản dọc)
Increase or decrease font size	Tăng hoặc giảm cỡ chữ
Increase or decrease font size by steps	Tăng hoặc giảm cỡ chữ theo từng bước
Increase or decrease kerning and tracking	Tăng hoặc giảm kerning và tracking
Increase or decrease kerning and tracking (horizontal text)	Tăng hoặc giảm kerning và tracking (văn bản ngang)
Increase or decrease kerning and tracking (vertical text)	Tăng hoặc giảm kerning và tracking (văn bản dọc)
Increase or decrease kerning and tracking by five times	Tăng hoặc giảm kerning và tracking gấp năm lần
Increase or decrease kerning and tracking by five times (horizontal text)	Tăng hoặc giảm kerning và tracking gấp năm lần (văn bản ngang)
Increase or decrease kerning and tracking by five times (vertical text)	Tăng hoặc giảm kerning và tracking gấp năm lần (văn bản dọc)
Increase or decrease leading	Tăng hoặc giảm leading
Increase or decrease leading (horizontal text)	Tăng hoặc giảm leading (văn bản ngang)
Increase or decrease leading (vertical text)	Tăng hoặc giảm leading (văn bản dọc)
Increase or decrease leading by five times (horizontal text)	Tăng hoặc giảm leading gấp năm lần (văn bản ngang)
Increase or decrease leading by five times (vertical text)	Tăng hoặc giảm leading gấp năm lần (văn bản dọc)
Increase or decrease point size	Tăng hoặc giảm cỡ chữ theo point
Increase or decrease point size by five times	Tăng hoặc giảm cỡ chữ theo point gấp năm lần
Increase or decrease Rotation (Z Rotation) of selected layers by 1°	Tăng hoặc giảm góc xoay (Z Rotation) của các layer đã chọn thêm 1°
Increase or decrease Rotation (Z Rotation) of selected layers by 10°	Tăng hoặc giảm góc xoay (Z Rotation) của các layer đã chọn thêm 10°
Increase scale by 1%	Tăng tỷ lệ thêm 1%
Increase scale by 5%	Tăng tỷ lệ thêm 5%
Increase Scale of selected layers by 1%	Tăng Scale của các layer đã chọn thêm 1%
Increase the brush size	Tăng kích thước brush
Increase the intensity of symbols (when using Symbolism tool)	Tăng cường độ symbol (khi dùng công cụ Symbolism)
Increase/ decrease measurement unit by 10x	Tăng/giảm đơn vị đo gấp 10 lần
Increase/ decrease values in logical fractions of the measurement unit	Tăng/giảm giá trị theo phần hợp lý của đơn vị đo
Increase/decrease the selected value by a fraction	Tăng/giảm giá trị đã chọn theo phần lẻ
Increase/decrease the selected value by a small increment	Tăng/giảm giá trị đã chọn theo bước nhỏ
Increase/decreases the selected value by a large increment	Tăng/giảm giá trị đã chọn theo bước lớn
Indent Line	Thụt lề dòng
Indent the selected task	Thụt lề công việc đã chọn
Ink	Mực
Inkscape Preferences	Tuỳ chọn Inkscape
Inline	Nội tuyến
Inline code selected text	Định dạng code nội tuyến cho văn bản đã chọn
Insert	Chèn
Insert a comment	Chèn bình luận
Insert a link	Chèn liên kết
Insert blank cells	Chèn ô trống
Insert bullets	Chèn dấu đầu dòng
Insert code block	Chèn khối code
Insert column break	Chèn ngắt cột
Insert comment	Chèn bình luận
Insert copyright symbol	Chèn ký hiệu bản quyền
Insert current date	Chèn ngày hiện tại
Insert current date and time	Chèn ngày và giờ hiện tại
Insert current page number	Chèn số trang hiện tại
Insert current time	Chèn giờ hiện tại
Insert Cursor Above	Chèn con trỏ bên trên
Insert Cursor Below	Chèn con trỏ bên dưới
Insert discretionary hyphen	Chèn dấu gạch nối tuỳ ý
Insert double left quotation marks	Chèn dấu ngoặc kép trái
Insert double right quotation marks	Chèn dấu ngoặc kép phải
Insert duplicate page	Chèn bản sao trang
Insert ellipsis	Chèn dấu ba chấm
Insert em dash	Chèn dấu gạch ngang em
Insert em space	Chèn khoảng trắng em
Insert en dash	Chèn dấu gạch ngang en
Insert en space	Chèn khoảng trắng en
Insert endnote	Chèn chú thích cuối tài liệu
Insert footnote	Chèn chú thích cuối trang
Insert function	Chèn hàm
Insert hyperlink	Chèn siêu liên kết
Insert inline code	Chèn code nội tuyến
Insert keyframe	Chèn keyframe
Insert Line Above	Chèn dòng phía trên
Insert Line Below	Chèn dòng phía dưới
Insert line break	Chèn ngắt dòng
Insert link	Chèn liên kết
Insert new comment	Chèn bình luận mới
Insert new page or two-page spread	Chèn trang mới hoặc dải hai trang
Insert new slide	Chèn trang chiếu mới
Insert non-breaking space	Chèn khoảng trắng không ngắt
Insert page break	Chèn ngắt trang
Insert paragraph symbol	Chèn ký hiệu đoạn văn
Insert registered trademark symbol	Chèn ký hiệu nhãn hiệu đã đăng ký
Insert section symbol	Chèn ký hiệu mục
Insert selected text into Change To box	Chèn văn bản đã chọn vào hộp Change To
Insert selected text into Find What box	Chèn văn bản đã chọn vào hộp Find What
Insert selected text into Find What box and finds next	Chèn văn bản đã chọn vào hộp Find What và tìm mục tiếp theo
Insert single left quotation marks	Chèn dấu nháy đơn trái
Insert single right quotation marks	Chèn dấu nháy đơn phải
Insert soft return	Chèn ngắt dòng mềm
Insert tab character in a cell	Chèn ký tự tab vào ô
Insert tab in a cell	Chèn tab vào ô
Insert the current time	Chèn thời gian hiện tại
Insert thin space	Chèn khoảng trắng hẹp
Insert today's date	Chèn ngày hôm nay
Insert trademark symbol	Chèn ký hiệu nhãn hiệu
Inset faces	Inset faces
Inspector	Inspector
Interface	Giao diện
Interrupt running a script	Ngắt script đang chạy
Intersect mode	Chế độ giao cắt
Introduce Field	Tạo field (Introduce Field)
Introduce Parameter	Tạo tham số (Introduce Parameter)
Introduce Variable	Tạo biến (Introduce Variable)
Invert colors	Đảo ngược màu
Invert selected mask	Đảo ngược mask đã chọn
Invert selection	Đảo ngược vùng chọn
Invoke Help	Mở Trợ giúp
Italic	Nghiêng
Italic (only for fonts with italic face)	Nghiêng (chỉ với phông chữ có kiểu nghiêng)
Italicise selected text	In nghiêng văn bản đã chọn
Join	Nối
Join Lines	Nối dòng
Jump to a conversation	Chuyển đến cuộc trò chuyện
Jump to a conversation (alt)	Chuyển đến cuộc trò chuyện (cách khác)
Jump to address bar	Chuyển đến thanh địa chỉ
Jump to address bar (alt)	Chuyển đến thanh địa chỉ (cách khác)
Jump to last read or newest message	Chuyển đến tin nhắn đã đọc gần nhất hoặc tin mới nhất
Jump to Last Tool Window	Chuyển đến cửa sổ công cụ dùng gần nhất
Jump to most recent unread message	Chuyển đến tin nhắn chưa đọc mới nhất
Jump to next channel or DM in sidebar	Chuyển đến kênh hoặc DM tiếp theo trong thanh bên
Jump to next tab	Chuyển đến thẻ tiếp theo
Jump to next unread channel or DM	Chuyển đến kênh hoặc DM chưa đọc tiếp theo
Jump to oldest unread message	Chuyển đến tin nhắn chưa đọc cũ nhất
Jump to previous channel or DM in sidebar	Chuyển đến kênh hoặc DM trước trong thanh bên
Jump to previous tab	Chuyển đến thẻ trước
Jump to previous unread channel or DM	Chuyển đến kênh hoặc DM chưa đọc trước đó
Jump to rightmost tab	Chuyển đến thẻ ngoài cùng bên phải
Jump to specific tab (1–8)	Chuyển đến thẻ cụ thể (1–8)
Jump to the edge of the data	Chuyển đến mép vùng dữ liệu
Justify	Căn đều
Justify all lines	Căn đều tất cả các dòng
Justify paragraph	Căn đều đoạn văn
Justify paragraph; force last line	Căn đều đoạn văn; buộc căn đều dòng cuối
Justify paragraph; left align last line	Căn đều đoạn văn; căn trái dòng cuối
Justify text	Căn đều văn bản
Justify text left	Căn trái văn bản
Keep Pen tool selected when pointer is over path or anchor point	Giữ chọn công cụ Pen khi con trỏ nằm trên path hoặc điểm neo
Keyframes and the Graph Editor	Keyframe và Graph Editor
Knife tool	Công cụ Knife
Lasso select	Chọn bằng Lasso
Lasso tool	Công cụ Lasso
Last cell in the column	Ô cuối cùng trong cột
Last cell in the row	Ô cuối cùng trong hàng
Last frame	Frame cuối cùng
Last page in section	Trang cuối cùng trong phần
Layers	Layer
Layers and Objects	Layer và đối tượng
Layers panel	Bảng Layer
Left align paragraph	Căn trái đoạn văn
Library window (History)	Cửa sổ Thư viện (Lịch sử)
Like or unlike the post	Thích hoặc bỏ thích bài đăng
Line tool	Công cụ Line
Link tasks	Liên kết nhiệm vụ
Live Paint Bucket tool	Công cụ Live Paint Bucket
Live Paint Selection tool	Công cụ Live Paint Selection
Local view (toggle)	Chế độ xem cục bộ (bật/tắt)
Lock a selection	Khoá vùng chọn
Lock all deselected artwork	Khoá tất cả đối tượng không được chọn
Lock guides	Khoá đường gióng
Lock selected layers	Khoá các layer đã chọn
Lock Telegram (if local password set)	Khoá Telegram (nếu đã đặt mật khẩu cục bộ)
Lock the device	Khoá thiết bị
Lock the device orientation	Khoá hướng xoay thiết bị
Loop cut	Loop cut
Lower layer	Hạ layer xuống
Lower layer to bottom	Hạ layer xuống dưới cùng
Lower selection one step	Hạ vùng chọn xuống một bậc
Lower selection to bottom	Hạ vùng chọn xuống dưới cùng
Magic Wand tool	Công cụ Magic Wand
Main menu	Menu chính
Make a clipping mask	Tạo clipping mask
Make guides	Tạo đường gióng
Make Live Paint (when using the Paint Bucket tool)	Tạo Live Paint (khi dùng công cụ Paint Bucket)
Make UWP app full screen	Chuyển ứng dụng UWP sang toàn màn hình
Mark a group of messages as read	Đánh dấu một nhóm tin nhắn là đã đọc
Mark all as read	Đánh dấu tất cả là đã đọc
Mark all messages above as unread	Đánh dấu tất cả tin nhắn phía trên là chưa đọc
Mark all messages as read	Đánh dấu tất cả tin nhắn là đã đọc
Mark all messages in current conversation as read	Đánh dấu tất cả tin nhắn trong cuộc trò chuyện hiện tại là đã đọc
Mark as read	Đánh dấu là đã đọc
Mark as unread	Đánh dấu là chưa đọc
Mark channel as read	Đánh dấu kênh là đã đọc
Mark message as important	Đánh dấu tin nhắn là quan trọng
Mark messages read or unread	Đánh dấu tin nhắn là đã đọc hoặc chưa đọc
Mark server as read	Đánh dấu máy chủ là đã đọc
Masks	Mask
Maximize or restore the active window	Phóng to hoặc khôi phục cửa sổ đang hoạt động
Maximize the active window	Phóng to cửa sổ đang hoạt động
Measure tool	Công cụ Measure
Medium heading	Tiêu đề cỡ vừa
Meetings and calls	Cuộc họp và cuộc gọi
Merge vertices menu	Menu gộp đỉnh
Merge visible layers	Gộp các layer đang hiển thị
Mesh tool	Công cụ Mesh
Message reading	Đọc tin nhắn
Messages	Tin nhắn
Messaging	Nhắn tin
Minimize all windows	Thu nhỏ tất cả cửa sổ
Minimize or restore all other windows	Thu nhỏ hoặc khôi phục tất cả các cửa sổ khác
Minimize Telegram	Thu nhỏ Telegram
Minimize the active window	Thu nhỏ cửa sổ đang hoạt động
Minimize to system tray	Thu nhỏ xuống khay hệ thống
Miniplayer	Trình phát thu nhỏ
Miscellaneous	Khác
Modifying layer properties	Thay đổi thuộc tính layer
Momentarily activate Eraser tool with Last Stroke Only option	Kích hoạt tạm thời công cụ Eraser với tuỳ chọn Last Stroke Only
Monospace	Chữ monospace
Motion Tracking	Motion Tracking
Mouse Highlighter	Mouse Highlighter
Move	Di chuyển
Move (grab)	Di chuyển (grab)
Move a selection to the back	Đưa vùng chọn ra sau cùng
Move a selection to the front	Đưa vùng chọn lên trên cùng
Move an object	Di chuyển đối tượng
Move anchor point and handles while drawing	Di chuyển điểm neo và tay cầm trong khi vẽ
Move around	Di chuyển xung quanh
Move caret to line end	Di chuyển con trỏ đến cuối dòng
Move caret to line start	Di chuyển con trỏ đến đầu dòng
Move caret to next word	Di chuyển con trỏ đến từ tiếp theo
Move caret to previous word	Di chuyển con trỏ đến từ trước
Move caret to text end	Di chuyển con trỏ đến cuối văn bản
Move caret to text start	Di chuyển con trỏ đến đầu văn bản
Move cursor	Di chuyển con trỏ
Move cursor to next word	Di chuyển con trỏ đến từ tiếp theo
Move cursor to start of multi-line message	Di chuyển con trỏ đến đầu tin nhắn nhiều dòng
Move cursor to start of previous word	Di chuyển con trỏ đến đầu từ trước
Move down one paragraph	Di chuyển xuống một đoạn văn
Move down one screen	Di chuyển xuống một màn hình
Move earlier or later by number of frames specified for stroke Duration	Dịch sớm hơn hoặc muộn hơn theo số frame đã đặt cho Duration của nét vẽ
Move Editor Left	Di chuyển trình soạn thảo sang trái
Move Editor Right	Di chuyển trình soạn thảo sang phải
Move feature region, search region, and attach point 1 pixel at current magnification	Di chuyển vùng đặc trưng, vùng tìm kiếm và điểm gắn 1 pixel ở mức thu phóng hiện tại
Move focus down	Di chuyển tiêu điểm xuống
Move focus left	Di chuyển tiêu điểm sang trái
Move focus right	Di chuyển tiêu điểm sang phải
Move focus to a different pane of the window	Di chuyển tiêu điểm đến ngăn khác của cửa sổ
Move focus to chat or channel list	Di chuyển tiêu điểm đến danh sách trò chuyện hoặc kênh
Move focus to message pane	Di chuyển tiêu điểm đến ngăn tin nhắn
Move focus to next pane	Di chuyển tiêu điểm đến ngăn tiếp theo
Move focus to next section	Di chuyển tiêu điểm đến phần tiếp theo
Move focus to previous pane	Di chuyển tiêu điểm đến ngăn trước
Move focus to previous section	Di chuyển tiêu điểm đến phần trước
Move focus to web content pane	Di chuyển tiêu điểm đến ngăn nội dung web
Move focus up	Di chuyển tiêu điểm lên trên
Move insertion point to beginning or end of line	Di chuyển điểm chèn về đầu hoặc cuối dòng
Move item in list down	Di chuyển mục trong danh sách xuống dưới
Move item in list up	Di chuyển mục trong danh sách lên trên
Move line down	Di chuyển dòng xuống dưới
Move line up	Di chuyển dòng lên trên
Move one character right or left	Di chuyển một ký tự sang phải hoặc trái
Move one word left	Di chuyển một từ sang trái
Move one word right	Di chuyển một từ sang phải
Move one word right or left	Di chuyển một từ sang phải hoặc trái
Move one word to the left	Di chuyển một từ về bên trái
Move one word to the right	Di chuyển một từ về bên phải
Move paragraph down	Di chuyển đoạn văn xuống dưới
Move paragraph up	Di chuyển đoạn văn lên trên
Move selected layers 1 frame earlier or later	Di chuyển các layer đã chọn sớm hơn hoặc muộn hơn 1 frame
Move selected layers 1 pixel at current magnification (Position)	Di chuyển các layer đã chọn 1 pixel ở mức phóng đại hiện tại (Position)
Move selected layers so that their In point is at beginning of composition	Di chuyển các layer đã chọn sao cho điểm In nằm ở đầu composition
Move selected layers so that their Out point is at end of composition	Di chuyển các layer đã chọn sao cho điểm Out nằm ở cuối composition
Move selected path points 1 pixel at current magnification	Di chuyển các điểm path đã chọn 1 pixel ở mức phóng đại hiện tại
Move selected task down	Di chuyển tác vụ đã chọn xuống dưới
Move selected task up	Di chuyển tác vụ đã chọn lên trên
Move selection	Di chuyển vùng chọn
Move selection by 10 times	Di chuyển vùng chọn gấp 10 lần
Move selection by 10th	Di chuyển vùng chọn theo bước 1/10
Move selection in 10x user-defined increments	Di chuyển vùng chọn theo bước do người dùng xác định nhân 10
Move selection in user-defined increments	Di chuyển vùng chọn theo bước do người dùng xác định
Move slide down in order	Di chuyển trang chiếu xuống dưới trong thứ tự
Move slide to beginning	Di chuyển trang chiếu về đầu
Move slide to end	Di chuyển trang chiếu về cuối
Move slide up in order	Di chuyển trang chiếu lên trên trong thứ tự
Move statement down	Di chuyển câu lệnh xuống dưới
Move statement up	Di chuyển câu lệnh lên trên
Move tab left	Di chuyển thẻ sang trái
Move tab right	Di chuyển thẻ sang phải
Move tab to end	Di chuyển thẻ về cuối
Move tab to start	Di chuyển thẻ về đầu
Move the cursor one word	Di chuyển con trỏ một từ
Move timescale left one page	Di chuyển thang thời gian sang trái một trang
Move timescale right one page	Di chuyển thang thời gian sang phải một trang
Move timescale to beginning of project	Di chuyển thang thời gian về đầu dự án
Move timescale to end of project	Di chuyển thang thời gian về cuối dự án
Move to beginning of worksheet	Di chuyển về đầu trang tính
Move to collection	Di chuyển đến bộ sưu tập
Move to edge of data region	Di chuyển đến mép vùng dữ liệu
Move to first field in current record	Di chuyển đến trường đầu tiên trong bản ghi hiện tại
Move to first field in row	Di chuyển đến trường đầu tiên trong hàng
Move to first field of first row	Di chuyển đến trường đầu tiên của hàng đầu tiên
Move to first record	Di chuyển đến bản ghi đầu tiên
Move to first/last cell in column	Di chuyển đến ô đầu/cuối trong cột
Move to first/last cell in row	Di chuyển đến ô đầu/cuối trong hàng
Move to last field in current record	Di chuyển đến trường cuối cùng trong bản ghi hiện tại
Move to last field in row	Di chuyển đến trường cuối cùng trong hàng
Move to last field of last row	Di chuyển đến trường cuối cùng của hàng cuối cùng
Move to last record	Di chuyển đến bản ghi cuối cùng
Move to last used cell	Di chuyển đến ô đã dùng cuối cùng
Move to layer above	Di chuyển đến layer phía trên
Move to layer below	Di chuyển đến layer phía dưới
Move to next cell	Di chuyển đến ô tiếp theo
Move to next chat	Di chuyển đến cuộc trò chuyện tiếp theo
Move to next field	Di chuyển đến trường tiếp theo
Move to next frame or pop-up	Di chuyển đến frame hoặc cửa sổ bật lên tiếp theo
Move to next/previous cell	Di chuyển đến ô tiếp theo/trước
Move to preceding cell	Di chuyển đến ô liền trước
Move to previous cell	Di chuyển đến ô trước
Move to previous chat	Di chuyển đến cuộc trò chuyện trước
Move to previous field	Di chuyển đến trường trước
Move to previous frame or pop-up	Di chuyển đến frame hoặc cửa sổ bật lên trước
Move to previous or next paragraph	Di chuyển đến đoạn văn trước hoặc tiếp theo
Move to right or left one word	Di chuyển sang phải hoặc trái một từ
Move to same field in next record	Di chuyển đến cùng trường trong bản ghi tiếp theo
Move to same field in previous record	Di chuyển đến cùng trường trong bản ghi trước
Move to start or end of line	Di chuyển về đầu hoặc cuối dòng
Move to start or end of story	Di chuyển về đầu hoặc cuối bài viết
Move to that tab number	Di chuyển đến thẻ theo số thứ tự đó
Move to the next tab	Di chuyển đến thẻ tiếp theo
Move to the previous tab	Di chuyển đến thẻ trước
Move up a level in the folder path	Di chuyển lên một cấp trong đường dẫn thư mục
Move up one paragraph	Di chuyển lên một đoạn văn
Move up one screen	Di chuyển lên một màn hình
Move up or down one line	Di chuyển lên hoặc xuống một dòng
Move up or down one paragraph	Di chuyển lên hoặc xuống một đoạn văn
Move window to monitor	Di chuyển cửa sổ sang màn hình khác
Move Zoom marquee while dragging with the Zoom tool	Di chuyển khung chọn Zoom trong khi kéo bằng công cụ Zoom
Mute or unmute	Tắt hoặc bật tiếng
Mute or unmute audio	Tắt hoặc bật âm thanh
Mute the current tab	Tắt tiếng thẻ hiện tại
Named copy selection	Sao chép vùng chọn vào bảng tạm có tên
Named cut selection	Cắt vùng chọn vào bảng tạm có tên
Named paste clipboard	Dán từ bảng tạm có tên
Navigate	Điều hướng
Navigate a canvas	Điều hướng canvas
Navigate between channels (down)	Điều hướng giữa các kênh (xuống)
Navigate between channels (up)	Điều hướng giữa các kênh (lên)
Navigate between servers (down)	Điều hướng giữa các máy chủ (xuống)
Navigate between servers (up)	Điều hướng giữa các máy chủ (lên)
Navigate between unread channels (down)	Điều hướng giữa các kênh chưa đọc (xuống)
Navigate between unread channels (up)	Điều hướng giữa các kênh chưa đọc (lên)
Navigate between unread channels with mentions (down)	Điều hướng giữa các kênh chưa đọc có lượt nhắc (xuống)
Navigate between unread channels with mentions (up)	Điều hướng giữa các kênh chưa đọc có lượt nhắc (lên)
Navigate conversations	Điều hướng các cuộc trò chuyện
Navigate databases	Điều hướng các cơ sở dữ liệu
Navigate from symbols	Điều hướng từ các ký hiệu
Navigate Outlook	Điều hướng Outlook
Navigate to next document	Điều hướng đến tài liệu tiếp theo
Navigate to next document group	Điều hướng đến nhóm tài liệu tiếp theo
Navigate to previous document	Điều hướng đến tài liệu trước
Navigate to previous document group	Điều hướng đến nhóm tài liệu trước
Navigate to the next folder	Điều hướng đến thư mục tiếp theo
Navigate to the previous folder	Điều hướng đến thư mục trước
Navigating through and selecting text	Điều hướng và chọn văn bản
Navigation	Điều hướng
Navigation window	Cửa sổ điều hướng
Network	Mạng
New adjustment layer	Tạo layer điều chỉnh mới
New chat session	Tạo phiên trò chuyện mới
New composition	Tạo composition mới
New Composition from selection	Tạo Composition mới từ vùng chọn
New console window	Mở cửa sổ console mới
New document	Tạo tài liệu mới
New file	Tạo file mới
New image	Tạo hình ảnh mới
New incognito window	Mở cửa sổ ẩn danh mới
New InPrivate window	Mở cửa sổ InPrivate mới
New line	Xuống dòng
New line inside a cell	Xuống dòng trong ô
New mask	Tạo mask mới
New picture	Tạo ảnh mới
New Postman window	Mở cửa sổ Postman mới
New presentation	Tạo bản trình bày mới
New private window	Mở cửa sổ riêng tư mới
New project	Tạo dự án mới
New runner tab	Mở thẻ runner mới
New solid layer	Tạo layer solid mới
New tab	Mở thẻ mới
New window	Mở cửa sổ mới
New…	Tạo mới…
Newer conversation	Cuộc trò chuyện mới hơn
Next document window	Cửa sổ tài liệu tiếp theo
Next frame	Frame tiếp theo
Next item	Mục tiếp theo
Next page	Trang tiếp theo
Next page in section	Trang tiếp theo trong phần
Next page in the drawing	Trang tiếp theo trong bản vẽ
Next post	Bài đăng tiếp theo
Next slide	Trang chiếu tiếp theo
Next tab	Thẻ tiếp theo
Next video	Video tiếp theo
Next worksheet	Trang tính tiếp theo
Node tool	Công cụ Node
None	Không
Normal	Bình thường
Nudge object in small increments	Dịch chuyển đối tượng theo bước nhỏ
Nudge one pixel	Dịch chuyển một pixel
